id,n_gt,n_pred,count_error,mAP_image
c2a646a819f59a4e816e0ee8ea00ba10d5de9ac20b5a435c41192637790dabee,64,43,21,0.44087155692897345
7aa1aaa5e032a980f434c8ed63efb57ab0d338d6154c47f7bb75afdc89f43c04,66,59,7,0.4145595127206847
6bd330234b763b77796d4804de8e224881c0fc8dd02650fa708b2edfd8c7461f,25,18,7,0.630456043956044
220b37f4ca7cab486d2b71cd87a46ee7411a5aa142799d96ed98015ab5ba538a,1,1,0,0.2
7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23,25,24,1,0.6829398762157383
20b20ab049372d184c705acebe7af026d3580f5fd5a72ed796e3622e1685af2f,289,0,289,0.0
8d05fb18ee0cda107d56735cafa6197a31884e0a5092dc6d41760fb92ae23ab4,94,0,94,0.0
0e21d7b3eea8cdbbed60d51d72f4f8c1974c5d76a8a3893a7d5835c85284132e,29,19,10,0.3043386129213241
43cf6b2ec0b0745ac2b87b4d8780f62e9050d3f5d50a1fcefa42d166191e84c6,23,22,1,0.869418158567775
d7ec8003735996458b56ccb8ae34d080eb2a6adabef931323239632515b4b220,7,5,2,0.39142857142857146
6bc8cda54f5b66a2a27d962ac219f8075bf7cc43b87ba0c9e776404370429e80,18,14,4,0.6771929824561403
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,9,8,1,0.6985470085470086
8efed2e62c919e6d70a2ab548b1a33014877fe8a23f177ef25a9dee25ffe8842,260,124,136,0.15585893945294121
e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0,47,47,0,0.22933812772093543
8d29c5a03e0560c8f9338e8eb7bccf47930149c8173f9ba4b9279fb87d86cf6d,37,31,6,0.6405405705405706
516a0e20327d6dfcedcf57e3056115e4fb29cdf4cb349003bdfc75c9b7f5c2cf,22,19,3,0.763621212121212
20e209f6ffa120a72712e1b4c1d3e24d1339227e2936abd4bbd49a636fada423,31,28,3,0.31151779119657136
8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1,74,60,14,0.3244185424331146
76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1,111,88,23,0.576586319488584
9620c33d8ef2772dbc5bd152429f507bd7fafb27e12109003292b671e556b089,168,90,78,0.22795234042568996
4e92129f4e8066d6f560d6022cd343a2245939aa49d8b06cddbd9bfc7e7eeb0e,46,39,7,0.3977339344654193
c0152b1a260e71f9823d17f4fbb4bf7020d5dce62b4a12b3099c1c8e52a1c43a,25,24,1,0.27678971535760455
3ab9cab6212fabd723a2c5a1949c2ded19980398b56e6080978e796f45cbbc90,23,14,9,0.24374030742565225
f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1,92,65,27,0.37491318153835385
ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72,40,36,4,0.6874837769046384
953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc,14,17,3,0.3116058327637275
1f9e429c12f4477221b5b855a5f494fda2ef6d064ff75b061ffaf093e91758c5,77,50,27,0.31320451507250047
eb1df8ed879d04b36980b0958a0e8fc446ad08c0bdcf3b5f42e3db023187c7e5,59,55,4,0.3858262109246917
6f8197baf738986a1ec3b6ba92b567863d897a739376b7cec5599ad6cecafdfc,20,20,0,0.7100062100062099
6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d,46,39,7,0.599320142137936
3bfa8b3b01fd24a28477f103063d17368a7398b27331e020f3a0ef59bf68c940,82,49,33,0.18695419371828106
9cbc0700317361236a9fca2eb1f8f79e3a7da17b1970c179cf453921a6136001,7,4,3,0.27380952380952384
1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b,25,23,2,0.30916512333749
351771edfc5db5665ded8aa4940257276b6526663c76e3b60b92a52584d8943c,106,77,29,0.37156309108390906
b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,9,7,2,0.2785281385281385
0e5edb072788c7b1da8829b02a49ba25668b09f7201cf2b70b111fc3b853d14f,28,28,0,0.7707183065358816
5bda829acd824821bc1f3f6573cf065d364653d5322f033a4af943f7a6170566,20,17,3,0.7603030303030303
29ea4f6eb4545f43868a9b40a60000426bf8dfd9d062546656a37bd2a2aaf9ec,13,10,3,0.44884900187531773
a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d,87,62,25,0.21892771307838038
e49fc2b4f1f39d481a6525225ab3f688be5c87f56884456ad54c953315efae83,69,50,19,0.22093631130852348
1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e,19,17,2,0.6862589023879347
abbfff07379bceb69dba41dad8b0db5eb80cc8baf3d4af87b7ee20b0dac32215,37,32,5,0.4278430839275072
d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef,24,16,8,0.4191526672561155
49edc2f7715100fb0390916e52b3fd11a921f02e59509dc987f67840a36250fc,70,61,9,0.6980334207834842
03398329ced0c23b9ac3fac84dd53a87d9ffe4d9d10f1b5fe8df8fac12380776,16,11,5,0.4075272683972374
53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc,123,104,19,0.58534611741064
0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1,369,98,271,0.05555449868855763
0287e7ee5b007c91ae2bd7628d09735e70496bc6127ecb7f3dd043e04ce37426,62,51,11,0.3821963615325341
ae9f76b5360df3f60f3cdd389652b96e823080bb830dd8c79e7f1e597d51bc1c,73,39,34,0.32827250356626914
ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,30,9,21,0.10665229770299431
f113626a04125d97b27f21b45a0ce9a686d73dee7b5dbc0725d49194ba0203bd,23,23,0,0.8143472107343076
1d5f4717e179a03675a5aac3fc1c862fb442ddc3e373923016fd6b1430da889b,7,5,2,0.6519480519480519
bb61fc17daf8bdd4e16fdcf50137a8d7762bec486ede9249d92e511fcb693676,37,35,2,0.36711911638224437
bb481eae02085bbae08742f702b9ab7d8b2ff9df2fbefeee9fac51f7c77dd01f,26,22,4,0.26187632318180504
5afb7932e9c7328f4fb1d7a8166a3699d6cdc5192b93758a75e9956f1513c5a3,272,120,152,0.12547823206842018
7f2b154541166210f468d89bb0a7184f10e51168a181dbb8b686c14654ffa317,102,59,43,0.29904779008320387
01d44a26f6680c42ba94c9bc6339228579a95d0e2695b149b7cc0c9592b21baf,7,6,1,0.2969191919191919
8a26b134fe9343c0c794513dae7787b7ac1debec3bb2a7096ab0b874a31d8175,29,23,6,0.47891901326431147
98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,124,102,22,0.5410049640102539
d827a7d80fc67487a3237135e0d43ae01b7bbcb135e1a167601fc974a8348c51,29,28,1,0.4309387809169847
66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,15,13,2,0.6967429193899782
797945873ca2a95f028671714b71eb3f883efe9dae7fcd3fc0ea1521efb73aaa,22,20,2,0.8175017437805161
5e263abff938acba1c0cff698261c7c00c23d7376e3ceacc3d5d4a655216b16d,78,0,78,0.0
07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770,5,4,1,0.5885714285714286
ac8169a0debed11560f3f0e246c05ea82d03c66346f1576cc8268554cb3f549f,23,22,1,0.587635482796773
a7a581e6760df4701941670e73d72533e3b0fbd7563488ad92772b41f7709710,124,99,25,0.49307873265636193
f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55,57,33,24,0.38221334243537314
5b2ccfb94dedf2ec8797c0404fc324888e35ab903c41bb26f070552033ca8e6c,36,36,0,0.42721780264260956
a22b7882fa85b9f0fcef659a7b82bfcddf01710f9a7617a9e036e84ac6901841,31,23,8,0.4840313216195569
64eeef16fdc4e26523d27bfa71a1d38d2cb2e4fa116c0d0ea56b1322f806f0b9,90,69,21,0.463193561603482
1a75de9e11303142864efed27e69ea1960dbd82ca910de221a777ed2caf35a6b,20,16,4,0.6715151515151516
bf4a61bb81589c9a67e3343408befd3e135af5e88b50c17f998f2131d24bc271,3,2,1,0.3833333333333333
c8ca945abc29d262a5525e4c2585541bba33fa77c86a47c94575d8e5b54c83fb,27,20,7,0.6874767624767625
30311520606ec99b6a810ae1a9a753df991777d374212423bb075c408a98ed74,46,28,18,0.309155174328694
b6c9b58de0388891221b8f7a83cbf0b8f8379b51b5c9a127bf43a4fc49f1cc48,18,14,4,0.728
03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a,17,16,1,0.6853801169590643
7d40ea6ead1bec903f26d9046d291aedcb12a584b4d3b337ea252b34c7d86072,21,20,1,0.5297734204793029
fadeb0ab092833f27daaeb3e24223eb090f9536b83f68cde8f49df7c544f711b,39,23,16,0.3498005327247065
58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921,2,3,1,0.125
e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd,2,2,0,0.7333333333333333
5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed,148,118,30,0.5228207347933405
3f9fc8e63f87e8a56d3eaef7db26f1b6db874d19f12abd5a752821b78d47661e,156,120,36,0.541097359455255
a5fe0b7412dd152c41f7afc34ffdf276d4261b6942fa6d36803648e90f2cfc06,29,31,2,0.39282360382157655
92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa,12,8,4,0.4740573152337858
9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f,10,9,1,0.7384415584415585
93cfd412c7de5210bbd262ec3a602cfea65072e9272e9fce9b5339a5b9436eb7,6,4,2,0.22976190476190475
f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300,26,26,0,0.3564105298244089
1a75e9f15481d11084fe66bc2a5afac6dc5bec20ed56a7351a6d65ef0fe8762b,8,5,3,0.5119444444444444
0d3640c1f1b80f24e94cc9a5f3e1d9e8db7bf6af7d4aba920265f46cadc25e37,21,25,4,0.14428947178118745
f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18,12,11,1,0.7248987854251012
